Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"MOSS, Mr Albert Johan",1882,1973,29,Male,3rd Class Passenger,312991,£7             15s             6d,,Southampton,Seaman,SAVED,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-survivor/albert-johan-moss.html
"MOSS, Mr William",1876,1912,35,Male,Victualling Crew,,,,Belfast,1st Class Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-moss.html
"MOUSSA, Mrs Mantoura Boulos",1877,,35,Female,3rd Class Passenger,2626,£7             4s             7d,,Cherbourg,Housewife,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/mantoura-boulos-moussa.html
"MOUTAL, Mr Rahamin Haim",1884,1912,28,Male,3rd Class Passenger,374746,£8             1s,,Southampton,Traveller,LOST,,,Turkish,https://www.encyclopedia-titanica.org/titanic-victim/rahamin-haim-moutal.html
"MOYES, Mr William Young",1887,1912,24,Male,Engineering Crew,,,,Belfast,Senior 6th. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/william-young-moyes.html
"MUBāRIK, Master Halīm",1907,1975,4,Male,3rd Class Passenger,2661,£15             4s             11d,,Cherbourg,,SAVED,14,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/halim-gonios-william-george-moubarek.html
"MUBāRIK, Master Jirjis",1904,1979,7,Male,3rd Class Passenger,2661,£15             4s             11d,,Cherbourg,,SAVED,14,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/gerios-george-moubarek.html
"MUBāRIK, Mrs Amīnah",1887,1922,25,Female,3rd Class Passenger,2661,£15             4s             11d,,Cherbourg,,SAVED,14,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/omine-moubarek.html
"MUDD, Mr Thomas Cupper",1895,1912,16,Male,2nd Class Passenger,S.O./P.P 3,£10             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-cupper-mudd.html
"MULHOLLAND, Mr Joseph",1883,,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-mulholland.html
"MULLEN,",,,,Female,2nd Class Passenger Cross Channel Passenger,404,£1.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/mullen.html
"MULLHOLLAND, Mr Daniel",1852,1919,60,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mullholland.html
"MULLIN, Miss Kate",1890,1970,21,Female,3rd Class Passenger,35852,£7             14s             8d,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/catherine-mullin.html
"MULLIN, Miss Mary",1893,1912,18,Female,3rd Class Passenger,370371,£15             10s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/mary-lennon-mullin.html
"MULLIN, Mr Thomas",1891,1912,20,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,323,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mullin.html
"MULVIHILL, Miss Bridget Elizabeth (Bertha)",1886,1959,25,Female,3rd Class Passenger,382653,£7             15s,,Queenstown,,SAVED,10,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/bridget-mulvihill.html
"MURDLIN, Mr Joseph",1890,1912,22,Male,3rd Class Passenger,3235,£8             1s,,Southampton,Chemist,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/joseph-murdlin.html
"MURDOCH, Mr William McMaster",1873,1912,39,Male,Deck Crew Titanic Officers,,,,Belfast,1st. Officer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/william-mcmaster-murdoch.html
"MURDOCK, Mr William John",1874,1941,37,Male,Engineering Crew,,,,Belfast,Fireman,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-biography/william-murdock.html
"MURPHY, Miss Kate",1893,1968,18,Female,3rd Class Passenger,367230,£15             10s,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/kate-murphy.html
"MURPHY, Miss Margaret",1887,1957,25,Female,3rd Class Passenger,367230,£15             10s,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-murphy.html
"MURPHY, Miss Nora",1880,,31,Female,3rd Class Passenger,36568,£15             10s,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/nora-murphy.html
"MURPHY, Mr Thomas",1877,,35,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-murphy.html
"MUSLAMāNī, Mrs Fatīmah Muhammad",1890,1971,22,Female,3rd Class Passenger,2649,£7             4s             6d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/fatima-mousselmani.html
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",1893,1912,18,Male,3rd Class Passenger,347078,£7             15s,,Southampton,Clerk,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/pehr-fabian-oliver-malkolm-myhrman.html
"MYLES, Mr Thomas Francis",1849,1912,63,Male,2nd Class Passenger,240276,£9             13s             9d,,Queenstown,Gentleman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-myles.html
"MäENPää, Mr Matti Alexanteri",1889,1912,22,Male,3rd Class Passenger,3101275,£7             2s             6d,,Southampton,,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/matti-alexanteri-maenpaa.html
"MäKINEN, Mr Kalle Edvard",1882,1912,29,Male,3rd Class Passenger,3101268,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/kalle-edvard-makinen.html
"MüLLER, Mr Ludwig",1875,1912,37,Male,Victualling Crew,,,,Southampton,Interpreter Steward (3rd Class),LOST,,,German,https://www.encyclopedia-titanica.org/titanic-victim/l-muller.html
"MāMā, Mr Hannā Mikā'īl",1892,1952,20,Male,3rd Class Passenger,2677,£7             4s             7d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/hanna-mamee.html
"NAIDENOFF, Mr Penko",1890,1912,22,Male,3rd Class Passenger,349206,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/penko-naidenoff.html
"NAJīB QIYāMAH, Miss Adāl",1896,1924,15,Female,3rd Class Passenger,2667,£7             4s             6d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/adele-jane-najib-kiamie.html
"NAKHLI, Mr Toufik",1895,1912,17,Male,3rd Class Passenger,2641,£7             4s             7d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/toufik-nakhli.html
"NAKID, Miss Mariayam",1911,1912,1,Female,3rd Class Passenger,2653,£15             14s             10d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/maria-nakid.html
"NAKID, Mr Sa'īd Antūn",1891,1926,20,Male,3rd Class Passenger,2653,£15             14s             10d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/sahid-nakid.html
"NAKID, Mrs Wadi'ah",1892,1963,19,Female,3rd Class Passenger,2653,£15             14s             10d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/waika-mary-nakid.html
"NANCARROW, Mr William Henry",1876,1912,36,Male,3rd Class Passenger,3338,£8             1s,,Southampton,Mason,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-nancarrow.html
"NANKOFF, Mr Minko",1880,1912,32,Male,3rd Class Passenger,349218,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/minko-nankoff.html
"NANNINI, Sig. Francesco Luigi Arcangelo",1870,1912,42,Male,Restaurant Staff,,,,Southampton,Head Waiter (Restaurant),LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/francesco-luigi-arcangelo-nannini.html
"NASR 'ALMā, Mr Mustafà",1892,1912,20,Male,3rd Class Passenger,2652,£7             4s             7d,,Cherbourg,Farm Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/mustafa-nasr-alma.html
"NASR-RIZQ, Mr Su'ādah Ḥannā",1892,1912,20,Male,3rd Class Passenger,2676,£7             4s             6d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/saade-nassr-rizq.html
"NATSCH, Mr Charles",1875,1912,36,Male,1st Class Passenger,17596,£29             14s,C118,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/charles-natsch.html
"NAUGHTON, Miss Hannah",1891,1912,21,Female,3rd Class Passenger,365237,£7             15s,,Queenstown,Teacher,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/hannah-naughton.html
"NAVRATIL, Master Edmond Roger",1910,1953,2,Male,2nd Class Passenger,230080,£26.00,F4,Southampton,,SAVED,,,French,https://www.encyclopedia-titanica.org/titanic-survivor/edmond-roger-navratil.html
"NAVRATIL, Master Michel Marcel",1908,2001,3,Male,2nd Class Passenger,230080,£26.00,F4,Southampton,,SAVED,,,French,https://www.encyclopedia-titanica.org/titanic-survivor/michel-marcel-navratil.html
"NAVRATIL, Mr Michel",1880,1912,31,Male,2nd Class Passenger,230080,£26.00,F4,Southampton,,LOST,,15,"Slovakian, French",https://www.encyclopedia-titanica.org/titanic-victim/michel-navratil.html
"NAṣR ALLāH, Mr Niqūlā Khalīl",1883,1912,29,Male,2nd Class Passenger,237736,£30             1s             5d,,Cherbourg,,LOST,,43,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/nicholas-nasser.html
"NAṣR ALLāH, Mrs Adāl",1895,1970,17,Female,2nd Class Passenger,237736,£30             1s             5d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/adele-nasser.html
"NAṣR ALLāH, Mrs Zād",1867,,45,Female,3rd Class Passenger,2696,£7             4s             6d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/mariana-assaf.html
"NEAL, Mr Harold Bentley",1886,1950,25,Male,Victualling Crew,,,,Southampton,Baker,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-neal.html
"NEILL, Mr Thomas",1870,,42,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-neill.html
"NENKOV, Mr Hristo",1890,1912,22,Male,3rd Class Passenger,349234,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/christo-nenkoff.html
"NESSON, Mr Israel",1886,1912,26,Male,2nd Class Passenger,244368,£13.00,,Southampton,Electrician,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/israel-nesson.html
"NETTLETON, Mr George Walter",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-nettleton.html
"NEWELL, Miss Madeleine",1880,1969,31,Female,1st Class Passenger,35273,£113             5s             6d,D36,Cherbourg,,SAVED,,,American,https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-newell.html
"NEWELL, Miss Marjorie Anne",1889,1992,23,Female,1st Class Passenger,35273,£113             5s             6d,D36,Cherbourg,,SAVED,,,American,https://www.encyclopedia-titanica.org/titanic-survivor/marjorie-anne-newell.html
"NEWELL, Mr Arthur Webster",1854,1912,58,Male,1st Class Passenger,35273,£113             5s             6d,D48,Cherbourg,,LOST,,122,American,https://www.encyclopedia-titanica.org/titanic-victim/arthur-webster-newell.html
"NEWMAN, Mr Charles Thomas",1879,1912,32,Male,Engineering Crew,,,,Southampton,Assistant Storekeeper,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-thomas-newman.html
"NEWSOM, Miss Helen Monypeny",1892,1965,19,Female,1st Class Passenger,11752,£26             5s             8d,D47,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/helen-monypeny-newsom.html
"NICHOLLS, Mr Joseph Charles",1892,1912,19,Male,2nd Class Passenger,33112,£36             15s,,Southampton,Miner,LOST,,101,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-charles-nicholls.html
"NICHOLLS, Mr Sidney",1873,1912,39,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-nicholls.html
"NICHOLS, Mr Albert William Stanley",1864,1912,47,Male,Deck Crew,,,,Belfast,Boatswain,LOST,,,Australian,https://www.encyclopedia-titanica.org/titanic-victim/alfred-nichols.html
"NICHOLS, Mr Arthur",1866,1912,45,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-nichols.html
"NICHOLS, Mr Walter Henry",1876,1960,35,Male,Victualling Crew,,,,Southampton,"Assistant Saloon Steward, 2nd class",SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-henry-nichols.html
"NICHOLS, Mrs Emily",1863,,48,Female,1st Class Passenger Cross Channel Passenger,103,£4.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/e-nichols.html
"NICHOLSON, Mr Arthur Ernest",1852,1912,59,Male,1st Class Passenger,693,£26.00,,Southampton,,LOST,,263,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-ernest-nicholson.html
"NIEMINEN, Miss Manta Josefina",1882,1912,29,Female,3rd Class Passenger,3101297,£7             18s             6d,,Southampton,Servant,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/manta-josefina-nieminen.html
"NIKLASSON, Mr Samuel",1883,1912,28,Male,3rd Class Passenger,363611,£8             1s,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/samuel-niklasson.html
"NILSSON, Miss Berta Olivia",1894,1976,18,Female,3rd Class Passenger,347066,£7             15s             6d,,Southampton,,SAVED,,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/berta-olivia-nilsson.html
"NILSSON, Miss Helmina Josefina",1886,1971,26,Female,3rd Class Passenger,347470,£7             17s             1d,,Southampton,,SAVED,13,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/helmina-josefina-nilsson.html
"NILSSON, Mr August Ferdinand",1890,1912,21,Male,3rd Class Passenger,350410,£7             17s             1d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/august-ferdinand-nilsson.html
"NISKANEN, Mr Juho",,1927,,Male,3rd Class Passenger,3101289,£7             18s             6d,,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/juha-niskanen.html
"NIVEN, Mr John Brown",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/j-mcgregor.html
"NOEL, Major Gerard Thomas",1856,1941,55,Male,1st Class Passenger Cross Channel Passenger,48,£3.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/gerard-thomas-noel.html
"NOEL, Master William Henry Middleton",1898,1954,13,Male,1st Class Passenger Cross Channel Passenger,48,£3.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/noel.html
"NOFAL, Mr Mansouer",1892,1912,20,Male,3rd Class Passenger,2697,£7             4s             7d,,Cherbourg,Journalist,LOST,,181,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/mansouer-nofal.html
"NOLAN, Mr Michael Bernard",1872,1941,40,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/michael-nolan.html
"NOON, Mr John Thomas",1870,1912,42,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-noon.html
"NORMAN, Mr Robert Douglas",1884,1912,27,Male,2nd Class Passenger,218629,£13             10s,,Southampton,Electrical Engineer,LOST,,287,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/robert-douglas-norman.html
"NORRIS, Mr James",1890,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-norris.html
"NOSS, Mr Bertram Arthur",1892,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bertram-arthur-noss.html
"NOSS, Mr Henry",1881,1961,30,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-noss.html
"NOSWORTHY, Mr Richard Cater",1891,1912,21,Male,3rd Class Passenger,39886,£7             16s,,Southampton,Farm Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-cater-nosworthy.html
"NOURNEY, Mr Alfred",1892,1972,20,Male,1st Class Passenger,2166,£13             17s             3d,D38,Cherbourg,Gentleman,SAVED,7,,German,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-nourney.html
"NUTBEAN, Mr William",1881,1947,30,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-nutbean.html
"NYE, Mrs Elizabeth",1882,1963,29,Female,2nd Class Passenger,29395,£10             10s,F33,Southampton,,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-nye.html
"NYSTEN, Miss Anna Sofia",1890,1977,22,Female,3rd Class Passenger,347081,£7             15s,,Southampton,,SAVED,13,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/anna-sofia-nysten.html
"NYSVEEN, Mr Johannes Hansen",1851,1912,60,Male,3rd Class Passenger,345364,£6             4s             9d,,Southampton,Farmer,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/johan-hansen-nysveen.html
"NīQūLA YāRID, Master Ilyās",1900,1981,11,Male,3rd Class Passenger,2651,£11             4s             10d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/elias-louis-garrett-nicola-yarred.html
"NīQūLA YāRID, Miss Jamīlah",1898,1970,14,Female,3rd Class Passenger,2651,£11             4s             10d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/jamila-amelia-garrett-nicola-yarred.html
"O'BRIEN, Mr Denis",1890,1912,22,Male,3rd Class Passenger,330979,£7             16s             7d,,Queenstown,Postal Clerk / Postman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/denis-obrien.html
"O'BRIEN, Mr Thomas",1886,1912,26,Male,3rd Class Passenger,370365,£15             10s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-obrien.html
